Unfairness weight,Local cost weight,Global cost weight
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003
0.7,0.2,0.10000000000000003

