Unfairness weight,Local cost weight,Global cost weight
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007
0.2,0.6,0.20000000000000007

