Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.3182424173728619,0.023284410765084196,0.28899653977167267,0.3446969683649684,0.34510867853474797,0.3146919128290398,0.297717987363881
1,0.8446938224009279,0.009085504813149937,0.853683196507931,0.8577155705710376,0.8366002629691204,0.8377016175226115,0.837768464433939
2,1.2180644587694294,0.01910953381789576,1.2423268491021193,1.194472268409778,1.2222929272478018,1.1975771373903226,1.2336531116971254
3,1.5883979729172526,0.06030654717659352,1.6482108481623337,1.5840138888279989,1.519131001592687,1.6649372360542607,1.5256968899489831
4,1.559081168437428,0.084412737331429,1.6896079426896644,1.5078461459976609,1.4916018235440718,1.628481194242046,1.4778687357136964
5,1.559081168437428,0.084412737331429,1.6896079426896644,1.5078461459976609,1.4916018235440718,1.628481194242046,1.4778687357136964
6,1.5757999038980441,0.094578342525735,1.722472351011766,1.4890050369290224,1.565771056061518,1.6355399719970158,1.4662111034908991
7,1.5714898542678273,0.088062693197989,1.700922102860681,1.4890050369290224,1.565771056061518,1.6355399719970158,1.4662111034908991
8,1.5840317068451057,0.0867764467432301,1.700922102860681,1.5472398004187975,1.5792086625902229,1.6458356540068027,1.446952314349025
9,1.5829778805873134,0.0853711284410429,1.6956529715717188,1.5472398004187975,1.5792086625902229,1.6458356540068027,1.446952314349025
10,1.5674752535029857,0.08912423719589758,1.6956529715717188,1.5113583294506965,1.552919508538675,1.634304439203418,1.4431410187504197
11,1.5650817079373651,0.08574641380174368,1.683685243743616,1.5113583294506965,1.552919508538675,1.634304439203418,1.4431410187504197
12,1.5584231360619305,0.08018060231064728,1.683685243743616,1.5052943233799827,1.540506085674445,1.608258685659742,1.4543713418518673
13,1.55372939774123,0.07308323059823786,1.660216552140112,1.5052943233799827,1.540506085674445,1.608258685659742,1.4543713418518673
14,1.5470994177706612,0.07407827976999475,1.660216552140112,1.5176531224229075,1.538929498060259,1.5830322169810696,1.4356656992489576
15,1.5373290351538345,0.060489979938672785,1.6113646390559777,1.5176531224229075,1.538929498060259,1.5830322169810696,1.4356656992489576
16,1.5137528660729498,0.06542064242982049,1.6113646390559777,1.4757340546317959,1.4933238094934398,1.5621472401793626,1.426194587004172
