Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,4026.863531928525,16.096888725269448,4024.3075594641955,4030.982303426809,4045.9348401626485,4035.1939160560287,3997.8990405329428
1,141.558397843919,0.20687391984125317,141.34234820460446,141.69225725535617,141.6651299144209,141.28373845201565,141.8085153931979
2,21.373610329848454,0.5410657053529583,20.814466878552505,22.221084298254233,21.298600911189492,20.81721230003995,21.716687261206093
3,12.133885889806603,0.6993567926803601,11.988080121310752,12.964347845438336,11.731090387244388,11.117568120198555,12.868342974840981
4,12.133885889806514,0.6993567926803601,11.98808012131071,12.96434784543834,11.73109038724418,11.117568120198545,12.868342974840791
5,4.7736885510972105,0.45489907978344807,4.174593265860384,5.0354152926654825,5.3639696052232395,4.31045661083384,4.984007980903107
6,3.0570918353021908,0.549328201249113,2.481248411309414,2.9524709337853015,4.10481518683529,2.8499850566659397,2.8969395879150097
7,3.057091835302201,0.5493282012491485,2.4812484113094397,2.9524709337853294,4.104815186835384,2.8499850566658416,2.8969395879150093
8,1.9501384309848944,0.28204978066381536,1.7171687759456686,1.7777555100171933,2.4973111162571318,1.8327781715731797,1.9256785811312993
9,1.950138430984896,0.28204978066383346,1.7171687759456797,1.77775551001712,2.4973111162571766,1.8327781715732394,1.9256785811312633
10,1.387095849569366,0.1095741084533422,1.2868663960130367,1.2678373353827395,1.57462916234584,1.3965694756991662,1.4095768784060476
11,1.3870958495693615,0.10957410845334321,1.2868663960130013,1.2678373353827643,1.5746291623458357,1.3965694756991034,1.4095768784061031
12,1.0169339367099735,0.10661498904697891,0.9007248253625831,0.9325708842746062,1.1910270744280524,0.977480436638668,1.0828664628459577
13,1.016933936709951,0.10661498904699662,0.9007248253625293,0.9325708842746108,1.1910270744280798,0.9774804366386322,1.082866462845904
14,0.8440062468711039,0.056413769997148665,0.8302052296876505,0.8094907027220457,0.9468141244876431,0.7815706406753258,0.851950536782854
15,0.844006246871104,0.05641376999713292,0.8302052296876392,0.8094907027220785,0.9468141244876125,0.7815706406753417,0.8519505367828486
16,0.718914359610397,0.05748349062675926,0.6755998846552059,0.6450201556668982,0.7962511452478063,0.7041415248791817,0.7735590876028927
17,0.7189143596104015,0.0574834906267612,0.6755998846551983,0.6450201556669033,0.7962511452478174,0.7041415248791869,0.7735590876029009
18,0.6615208079579016,0.06165885447940434,0.6025340636771008,0.6317961339975497,0.7800035423811109,0.6375589324373246,0.6557113672964218
19,0.661520807957918,0.06165885447938814,0.6025340636771283,0.63179613399755,0.7800035423810967,0.6375589324373777,0.6557113672964375
20,0.5845718887900271,0.030762453554418544,0.5248102266053118,0.6033995787188842,0.5854350805974861,0.6035763218536035,0.6056382361748491
21,0.584571888789996,0.030762453554419446,0.5248102266052846,0.6033995787188294,0.5854350805974657,0.6035763218535783,0.6056382361748222
22,0.488441594749845,0.046588099780872874,0.42982475486929916,0.48560620713713387,0.5087328822938022,0.5644721955923306,0.45357193385665945
23,0.4884415947498658,0.04658809978087198,0.42982475486929805,0.4856062071371622,0.5087328822938376,0.5644721955923362,0.45357193385669514
24,0.520230164420365,0.05371988225231095,0.42959234588526074,0.5538159790028527,0.5219294020055765,0.5900435614719588,0.505769533736176
25,0.5202301644203674,0.05371988225230785,0.4295923458852679,0.5538159790028266,0.5219294020055765,0.5900435614719736,0.5057695337361925
26,0.47540279247645395,0.06209579097075807,0.363045335552244,0.470796128254046,0.5431574184651479,0.5204102390186726,0.47960484109215895
27,0.4754027924764489,0.062095790970754274,0.36304533555225843,0.4707961282540414,0.5431574184651723,0.5204102390186441,0.47960484109212803
28,0.4592642928921188,0.060395314971296604,0.3900026699196996,0.5502725241369214,0.5063705547217183,0.4417041113837878,0.4079716042984665
29,0.45926429289210075,0.06039531497128029,0.3900026699196713,0.5502725241368587,0.5063705547216977,0.4417041113838098,0.4079716042984663
30,0.4158169089584252,0.019907825350247627,0.41012520543959013,0.43227804475171855,0.4438213190907361,0.38799521876065834,0.4048647567494228
31,0.41581690895842793,0.01990782535025181,0.41012520543957387,0.43227804475170445,0.4438213190907654,0.38799521876067483,0.4048647567494213
32,0.3592292700214914,0.02620564721288261,0.31506260440438294,0.35074913715659534,0.38955530041221587,0.3593829229279761,0.3813963852062866
33,0.35922927002149513,0.02620564721286831,0.3150626044044131,0.35074913715657285,0.389555300412199,0.35938292292802154,0.38139638520626923
34,0.3617510060412309,0.03678404752067775,0.30919544229966034,0.3295500028626528,0.4085140274704731,0.38612383456390537,0.3753717230094631
35,0.3617510060412279,0.03678404752067285,0.30919544229964996,0.32955000286268343,0.40851402747049653,0.38612383456385024,0.37537172300945926
36,0.3274957553187655,0.03935211562271299,0.2863085961693382,0.2829291851448644,0.33926592105883485,0.3888295082945812,0.3401455659262089
37,0.32749575531874936,0.03935211562271123,0.28630859616929866,0.2829291851448603,0.33926592105882103,0.3888295082945477,0.34014556592621914
38,0.3083162684555408,0.029896511877186893,0.2568056221938903,0.3055277757476531,0.3244846879088972,0.3476238003946074,0.30713945603265597
39,0.30831626845555676,0.029896511877194783,0.25680562219391945,0.3055277757476443,0.3244846879089145,0.34762380039466784,0.3071394560326378
40,0.2977946690461189,0.027476289229053895,0.25768913252692194,0.3013549651111739,0.3042692493769761,0.3416359020691674,0.2840240961463552
41,0.29779466904611507,0.027476289229038994,0.2576891325269508,0.30135496511115717,0.30426924937693417,0.34163590206916006,0.28402409614637314
42,0.3022117362754213,0.035373597678241754,0.24842048566457928,0.2887276352880291,0.3043662297717409,0.3577518576611709,0.31179247299158636
43,0.3022117362754302,0.03537359767825803,0.24842048566454716,0.2887276352880532,0.3043662297717618,0.35775185766119516,0.3117924729915937
44,0.2817877919243656,0.027961700714706765,0.26647718044863333,0.25665127231246043,0.26255541151821915,0.3327500190013176,0.2905050763411976
45,0.28178779192437337,0.027961700714715203,0.2664771804486412,0.2566512723124368,0.2625554115182304,0.3327500190013337,0.2905050763412246
46,0.28130459855460305,0.036987132179959845,0.26766404829448187,0.24668148635308182,0.25280976731173643,0.34881738826658615,0.29055030254712866
47,0.281304598554599,0.03698713217997092,0.2676640482944632,0.2466814863530756,0.25280976731173205,0.34881738826660896,0.29055030254711495
48,0.26067309188704646,0.024311603617569406,0.24489179465760383,0.23657098955954467,0.2422891560928863,0.2965074831689298,0.28310603595626765
49,0.26067309188704607,0.024311603617564268,0.24489179465758612,0.23657098955954925,0.24228915609290352,0.2965074831689063,0.28310603595628514
50,0.24692946781648817,0.02441572885357437,0.23974413031210404,0.24026476821509654,0.21362474491262298,0.2887222467730328,0.2522914488695845
51,0.2469294678164849,0.024415728853576072,0.23974413031208977,0.24026476821509224,0.21362474491262723,0.28872224677303926,0.252291448869576
52,0.23991788669048936,0.01689742465082214,0.22235435270826887,0.2265487559917367,0.23463595133370857,0.2693555871547535,0.24669478626397914
53,0.2399178866904943,0.01689742465081208,0.22235435270827347,0.22654875599176794,0.23463595133370138,0.2693555871547366,0.24669478626399213
54,0.22098461613737994,0.020932964387070593,0.19898995643243078,0.20453389981243691,0.21002200564852969,0.25260960904864976,0.23876760974485256
55,0.22098461613738501,0.020932964387077722,0.19898995643242634,0.20453389981245185,0.21002200564851828,0.25260960904867474,0.23876760974485378
56,0.22508097109068176,0.036226545597590455,0.1881869192130354,0.1957625231507444,0.206220600120451,0.25407745982776286,0.2811573531414152
57,0.22508097109067235,0.03622654559757839,0.18818691921305084,0.1957625231507453,0.20622060012043664,0.25407745982772967,0.2811573531413993
58,0.21510080119813244,0.038898373773666256,0.18406047850244645,0.186096630598461,0.18164807416363454,0.2502148977246947,0.27348392500142565
59,0.21510080119813355,0.038898373773671786,0.18406047850245463,0.18609663059844908,0.1816480741636311,0.2502148977246888,0.2734839250014442
